Encounter,Year ,Month,Date,Manta Individual,Ided by,Name,ID Shot?,Sex,Age Class,Pigmentation,Latitude,Longitude,Time Observed,Water Depth (ft),Water Depth (m),Water Temperature (°F),Water Temperature (°C),Dissolved Oxygen (mg/L),Salinity (ppt),Habitat,Disc Width (ft),Disc Width (m),How Disc Width Measured,Encounter Length (minutes),Behavioral Index,Behavior,Feeding,Somersault/Barrel Roll,Travel Direction,Tide,Within 1 km of inlet,Tide Chart Used,Distance to Closest Inlet (km),Which Inlet,Distance to Closest Pier/Jetty,Which Pier,Within 1 km of Pier or Inlet,New Fishing Gear,Fishing Gear Location,Old Fishing Gear Present,2nd Fishing Gear Location,New Injury?,Injury Location,Injury Cause,Recent?,More Injuries?,Associated Species Analysis,Acoustic Tag,Satellite Tag,Genetic Sample,Mucous Sample,Zooplankton Sample,Dorsal Photo,Ventral Photo,Adopted/Named By,Notes,MM Encounter,Verfied,Resting T/F,Feeding T/F
767,2023,Oct,10/21/2023,170,FMP Survey,,Yes,Unknown,Unknown,Melanistic,26.545850,-80.045900,9:07,9.6,2.9,81.2,27.3,,,Sand,7.5,2.3,Field Estimation,24,2,Resting,N/A,N/A,None,Low,Yes,BBI,0,BBI,0,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,No,Yes,,Found Manta 170 inside inlet at 9:07. BT jumped inside inlet and got ID shot. BT estimated DW at 7-8 ft. Dragged 360 by manta. Left manta at 9:31.,5f152176-8670-453e-ba1f-bb8ff9118f97,VF 1/24/24,1,0
768,2023,Oct,10/21/2023,148,FMP Survey,,Yes,Male,Immature,Normal,26.544380,-80.041420,9:34,9.4,2.9,81.1,27.3,,,Sand,9.81,3,Laser Photogrammetry,206,3,Unclear,N/A,N/A,None,Low,Yes,BBI,0.1,BBI,0.1,BBI,Yes,Yes,"No Hook Visible, Line Entanglement",N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,Yes,Yes,,"Found Manta 148 at 9:34 very close to fishermen. Hook in remora's mouth. BT cut ~100 ft of line off the remora/manta. Manta extremely chill, hanging around us. VF made deep dive to shorten the line as much as possible. BT estimated DW at 10ft. Left at 10:05. Found again at 12:22, BT measured with lasers. Got grayscale photos at 12:47. JP took scuba tank down to dive with manta at ~30 ft. She was able to grab fishing line, catch remora in her hand and de-hook it. Left at 13:00.",f549b954-20eb-472d-a9ac-08681ac08fe9,VF 1/24/24,0,0
769,2023,Oct,10/21/2023,165,FMP Survey,,Yes,Female,Unknown,Normal,26.543636,-80.042187,9:44,9.4,2.9,81.1,27.3,,,Hardbottom,,,Not Estimated,3,2,Unclear,N/A,N/A,Not Recorded,Low,Yes,BBI,0.2,BBI,0.2,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,Yes,Yes,,Found Manta 165 at 9:44 in middle of encounter with Manta 148. BT got ID shot and left at 9:47.,c971c0ae-cf38-4ec8-be84-63eb118e8f4f,VF 1/24/24,0,0
770,2023,Oct,10/21/2023,142,FMP Survey,Tabasco,Yes,Male,Immature,Normal,26.540990,-80.036200,10:03,44.4,13.5,81.4,27.4,,,Sand,8.84,2.7,Laser Photogrammetry,190,2,Unclear,N/A,N/A,Not Recorded,Low,Yes,BBI,0.8,BBI,0.8,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,Yes,No,No,No,No,Yes,Yes,,"Found Manta 142 with drone at 10:03. VF, RM and HW in and he did a wary flip. Tag looks good. VF measured with lasers. Estimated DW 8-9 ft. Left at 10:20. Found again at 13:09 traveling SE (26.54499,-80.03915). Left at 13:13.",489fce6b-5bb0-4046-9573-c436c212c7d1,VF 1/24/24,0,0
771,2023,Oct,10/21/2023,86,FMP Survey,Crawford,Yes,Male,Immature,Normal,26.546880,-80.036130,10:34,32.5,9.9,81.6,27.6,,,Sand,,,Not Estimated,169,2,Unclear,N/A,N/A,South,Low,Yes,BBI,0.6,BBI,0.6,BBI,Yes,Yes,Ventral Pectoral,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,Yes,Yes,,"Found Manta 86 at 10:34 on bottom traveling south north of inlet. VF and HW in water, manta avoidant. Has long trailing fishing line from left pectoral fin. Not 100% sure where hook is but think its on ventral left pectoral fin. Left manta at 10:47. Found again at 13:18 (26.55223, -80.04046) swimming south next to beach/boats and people. Unable to remove line. Left at 13:23.",d92a928d-40f1-4cf9-ba39-2027dd48c25c,VF 1/24/24,0,0
772,2023,Oct,10/21/2023,64,FMP Survey,Skye,Yes,Male,Immature,Normal,26.542350,-80.041130,12:29,10.1,3.1,82,27.8,,,Sand,,,Not Estimated,2,2,Traveling,N/A,N/A,South,Flood,Yes,BBI,0.3,BBI,0.3,BBI,Yes,Yes,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,Yes,Yes,,Foun Manta 64 at 12:29 in middle of 2nd encounter with Manta 148. Got ID shots and left.,cc20b0d0-8a9d-47d3-8bdf-61f9d230c23f,VF 1/24/24,0,0
773,2023,Oct,10/21/2023,137,FMP Survey,Lizard,Yes,Female,Unknown,Normal,26.554330,-80.040710,13:25,10.8,3.3,81.3,27.4,,,Sand,,,Not Estimated,10,2,Traveling,N/A,N/A,South,Flood,Yes,BBI,1,BBI,1,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,Yes,No,No,No,No,Yes,Yes,,Found Manta 137 at 13:25 swimming south along the beach. BT and HW in water. Left at 13:35.,166ec64a-a929-4bd3-9679-6eff6674a8f9,VF 1/24/24,0,0
774,2023,Oct,10/21/2023,123,FMP Survey,Jacob,Yes,Male,Immature,Normal,26.556700,-80.040080,13:37,11.7,3.6,81.4,27.4,,,Sand,,,Not Estimated,8,1,Traveling,N/A,N/A,South,Flood,No,BBI,1.3,BBI,1.3,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,No,Yes,,"Found Manta 123 at 13:37 traveling southeast. Manta avoidant, took a few tries to get an ID shot. Left at 13:45.",71825bd2-7c95-423e-94ff-71feade5210d,VF 1/24/24,0,0
,2023,Oct,10/22/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Oct,10/22/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Oct,10/22/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Oct,10/22/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Oct,10/22/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Oct,10/23/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Oct,10/23/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Oct,10/23/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Oct,10/23/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Oct,10/28/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Oct,10/30/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Oct,10/30/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Oct,10/30/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Oct,10/30/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Oct,10/30/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Oct,10/30/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
775,2023,Oct,10/31/2023,123,FMP Survey,Jacob,Yes,Male,Immature,Normal,26.533420,-80.043040,8:46,16.7,5.1,80.1,26.7,,,Sand,9,2.7,Field Estimation,182,2,Social,N/A,N/A,None,Flood,No,BBI,1.3,BBI,1.3,BBI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,No,No,Yes,Yes,,"Found Manta 123 (larger) following Manta 178 (smaller). Manta 178 would flip upside down when 123 got close. Observed this behavior for 30 minutes before getting in water. He was fairly chill when VF was in the water. She estimated DW as 9 ft. After being in water with them, they broke up a little. Left at 9:30. 10:06 Found again SE of inlet facing SE. Found again at 11:47 with Manta 178 still doing same following behavior.",5fea745e-a7fe-480d-acdf-9fd3e8d1d867,VF 2/1/24,0,0
776,2023,Oct,10/31/2023,178,FMP Survey,,Yes,Male,Immature,Normal,26.533420,-80.043040,8:46,16.7,5.1,80.1,26.7,,,Sand,7.5,2.3,Field Estimation,182,2,Social,N/A,N/A,None,Flood,No,BBI,1.3,BBI,1.3,BBI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,Yes,Yes,,"Found Manta 178 (smaller) following Manta 123 (larger). Manta 178 would flip upside down when 123 got close. Observed this behavior for 30 minutes before getting in water. When VF got in water, manta flipped upside down. She estimated DW at 7-8 ft. Scratches on his left cephalic fin. Left at 9:36. Found again at 11:47 with Manta 123 still doing same following behavior.",eea340e5-dee7-46ef-805e-2aec2bd6c8e5,VF 2/1/24,0,0
777,2023,Oct,10/31/2023,140,FMP Survey,Cricket,Yes,Female,Unknown,Normal,26.537220,-80.041350,9:35,16.4,5,80.2,26.8,,,Sand,,,Not Estimated,128,3,Unclear,N/A,N/A,None,Flood,Yes,BBI,0.9,BBI,0.9,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,No,No,Yes,Yes,,Found Manta 140 near Manta 123 and 178 at 9:35. She seemed to be basking east of inlet when found. Everyone got in and she was very calm and relaxed. 9:46 VF Did grey card. Left at 09:55. 11:35 found her again traveling north outside of artificial reef. Left at 11:43.,e137d2e3-a0a7-441e-b294-d99c305692e2,VF 1/24/24,0,0
778,2023,Oct,10/31/2023,163,FMP Survey,,Yes,Male,Immature,Normal,26.545370,-80.045070,10:12,12.1,3.7,79,26.1,,,Sand,6.23,1.9,Drone Estimation,77,1,Unclear,N/A,N/A,None,Flood,Yes,BBI,0,BBI,0,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,Yes,Yes,,"Found 163 in mudpit at 10:12. VF got ID shot, but manta skittish. Left to go photograph Manta 172 who was also in the mudpit. Found again at 11:24 (26.54872,-80.04993) in ICW boat channel traveling north. VF got ID shot, more relaxed than before. Left at 11:29. VF estimated DW at 7-8 ft. On dorsal left pec fin- looks like skin is peeling.",5b1be159-2e40-4735-be42-6f635b210c84,VF 1/24/24,0,0
779,2023,Oct,10/31/2023,172,FMP Survey,,Yes,Male,Immature,Normal,26.545560,-80.046820,10:22,7.9,2.4,79.7,26.5,,,Sand,,,Not Estimated,11,2,Unclear,N/A,N/A,None,Flood,Yes,BBI,0,BBI,0,BBI,Yes,No,N/A,N/A,N/A,Yes,Pectoral Fin,Propellor,Recent,No,No,Yes,No,No,No,No,Yes,Yes,,"Found Manta 172 at 10:22 near swimming beach in mudpit. VF got ID shot and JP got in with camera. Manta had deep, severe wound from recent propeller injury. Tissue flaking off while he was swimming. Acoustic tag in between propeller injuries. Looks like manta is having trouble swimming. 10:33 left manta swimming toward mud pit entrance to inlet.",36f27558-e4c3-427f-8a7a-86aa6b814fc2,VF 1/24/24,0,0
780,2023,Oct,10/31/2023,179,FMP Survey,,Yes,Female,Unknown,Normal,26.545260,-80.046800,10:38,7.1,2.2,79.7,26.5,,,Sand,8,2.4,Field Estimation,45,2,Unclear,N/A,N/A,None,Flood,Yes,BBI,0.1,BBI,0.1,BBI,Yes,Yes,Dorsal Pectoral,N/A,Ventral Pectoral,No,N/A,N/A,N/A,,No,No,No,No,No,No,Yes,Yes,,"Found Manta 179 in mudpit and then manta swam across inlet and into north mudpit. Manta has two fishing lines, one on each pectoral fin. Longer line hooked on dorsal leading edge of pectoral fin hook just medial to to hole injury and other line hooked ventrally, length is just past tail. VF trimmed both lines. VF estimated DW at 8 ft. On tip of right pectoral fin there is a hole through the fin. Unsure what the cause is. Left 11:23. Not the clearest photo of pelvic fins, but 90% sure female.",56b604e8-95af-48d7-8f81-c4ad72fe582f,VF 1/24/24,0,0
781,2023,Oct,10/31/2023,142,FMP Survey,Tabasco,Yes,Male,Immature,Normal,26.530220,-80.042750,11:49,23.6,7.2,81,27.2,,,Sand,,,Not Estimated,11,2,Unclear,N/A,N/A,None,High,No,BBI,1.7,BBI,1.7,BBI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,Yes,Yes,No,No,No,No,Yes,Yes,,"Found Manta 142 at 11:49. VF got ID shot, manta flipped upside down. Injury is healing well and tag looks good. Left at 11:58.",99df0658-1c0a-45a1-95c0-5187c3fa514f,VF 1/24/24,0,0
782,2023,Oct,10/31/2023,169,FMP Survey,,Yes,Male,Immature,Normal,26.531260,-80.044070,11:59,14.4,4.4,81.1,27.3,,,Sand,,,Not Estimated,22,2,Unclear,N/A,N/A,None,High,No,BBI,1.6,BBI,1.6,BBI,No,No,N/A,Yes,N/A,No,N/A,N/A,N/A,,Yes,Yes,No,No,No,No,Yes,Yes,,"Found Manta 169 at 11:59. VF got ID shot and noticed that Domeier head has now poked all the way through. JP tried to remove tag, she got her hand on the tag when manta flipped but was unsuccessful. Manta freaked out and wouldn't let JP get close again. Left at 12:21. Old fishing line still on left pectoral fin.",ea7a1f83-3529-4a36-83ed-494a8f724923,VF 1/24/24,0,0
783,2023,Oct,10/31/2023,177,FMP Survey,,Yes,Male,Immature,Normal,26.528950,-80.043700,14:18,18.5,5.6,80.9,27.2,,,Sand,,,Not Estimated,17,1,Traveling,N/A,N/A,North,Ebb,No,BBI,1.8,BBI,1.8,BBI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,Yes,Yes,,"Found Manta 177 at 14:18 traveling northeast, swimming fast. Manta was skittish and took multiple tries to get ID shot. Left manta at 14:35 traveling north fast.",47d1b4f7-e3a0-4083-a3aa-a8e382c4a976,VF 1/24/24,0,0
,2023,Nov,11/5/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Nov,11/5/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Nov,11/5/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Nov,11/5/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Nov,11/5/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Nov,11/5/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Nov,11/5/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Nov,11/5/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
784,2023,Nov,11/7/2023,169,FMP Survey,,Yes,Male,Immature,Normal,26.539500,-80.040680,8:53,9.1,2.8,77.5,25.3,,,Sand,,,Not Estimated,38,2,Unclear,N/A,N/A,East,Ebb,Yes,BBI,0.6,BBI,0.6,BBI,Yes,No,N/A,Yes,N/A,No,N/A,N/A,N/A,,Yes,Yes,No,No,No,No,Yes,Yes,,"Found Manta 169 at 8:53 outside of artificial reef swimming east. Manta wasn't feeding. VF tried to grab tag, but manta skittish. Fishing line still on left shoulder., left manta traveling east. Found again at 9:31 SE of inlet on the bottom.",705eb50b-1981-4169-bbab-49c1c09ed853,VF 1/25/24,0,0
785,2023,Nov,11/7/2023,123,FMP Survey,Jacob,Yes,Male,Immature,Normal,26.539680,-80.039190,9:11,22.3,6.8,77.3,25.2,,,Sand,,,Not Estimated,144,2,Unclear,N/A,N/A,Not Recorded,Ebb,Yes,BBI,0.7,BBI,0.7,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,Yes,Yes,,"Found Manta 123 at 9:11, not feeding. Found again at 9:33 (26.54172,-80.04014) and again at 11:35 (26.5454,-80.03728).",4984816b-8104-45fe-a4ea-021e21d49cbe,OR 1/25/24,0,0
786,2023,Nov,11/7/2023,142,FMP Survey,Tabasco,Yes,Male,Immature,Normal,26.542320,-80.038290,9:18,24.7,7.5,78.9,26.1,,,Sand,,,Not Estimated,118,2,Unclear,,,Not Recorded,Ebb,Yes,BBI,0.4,BBI,0.4,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,Yes,No,No,No,No,No,Yes,,Found Manta 142 at 9:18 southeast of inlet. Found again by N jetty at 11:13.,c81e516f-8d04-4a7e-9901-85bb32537598,OR 2/20/24,0,0
787,2023,Nov,11/7/2023,137,FMP Survey,Lizard,Yes,Female,Unknown,Normal,26.542040,-80.038500,9:22,23.8,7.3,79.8,26.6,,,Sand,,,Not Estimated,2,2,Unclear,,,Not Recorded,Ebb,Yes,BBI,0.4,BBI,0.4,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,Yes,Yes,No,No,No,No,Yes,Yes,,Found Manta 137 at 9:22 with Tabasco. Got ID shot and left.,02ab7d50-0704-45ec-ae8f-5ba5f4bfdbb4,OR 2/20/24,0,0
788,2023,Nov,11/7/2023,162,FMP Survey,,Yes,Male,Immature,Normal,26.542780,-80.037990,11:16,24.7,7.5,79.7,26.5,,,Sand,7.55,2.3,Laser Photogrammetry,26,2,Unclear,,,Not Recorded,Low,Yes,BBI,0.4,BBI,0.4,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,Yes,Yes,,Found Manta 162 at 11:16. BT got ID with camera. Found again at 11:36 and did a wary flip for 5 minutes. Left 11:42.,94c8f59a-63e3-4745-9822-1242e36a8faa,OR 2/20/24,0,0
789,2023,Nov,11/7/2023,140,FMP Survey,Cricket,Yes,Female,Unknown,Normal,26.544180,-80.037930,11:23,23,7,79.8,26.6,,,Sand,,,Not Estimated,5,2,Unclear,,,Not Recorded,Low,Yes,BBI,0.3,BBI,0.3,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,Yes,Yes,,"Found Manta 140 at 11:23, very chill, swimming on bottom. BT and MR in. Left at 11:28.",15b0a118-0249-4dfd-b46e-4c806032dde9,OR 2/20/24,0,0
790,2023,Nov,11/9/2023,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Nov,11/12/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Nov,11/13/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Nov,11/18/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Nov,11/22/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Nov,11/27/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Nov,11/27/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Nov,11/27/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
791,2023,Nov,11/28/2023,145,FMP Survey,Ghost,Yes,Male,Immature,Normal,26.538390,-80.042060,8:13,14.7,4.5,78.5,25.8,,,Sand,9,2.7,Field Estimation,115,2,Unclear,,,Not Recorded,Flood,Yes,BBI,0.7,BBI,0.7,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,Yes,Yes,,Found Manta 145 at 8:18 near artificial reef (where JP got distracted by lobsters). JP estimated DW at 9 ft. Left at 8:21. 9:54 IDed dorsal from drone. 10:13 JP got ID shot.,a1bf82eb-8ab7-4e3f-868f-80796a829cff,OR 2/20/24,0,0
792,2023,Nov,11/28/2023,118,FMP Survey,Maite,Yes,Female,Unknown,Normal,26.541510,-80.042150,9:15,12.4,3.8,78.5,25.8,,,Sand,10.5,3.2,Laser Photogrammetry,52,2,Unclear,,,North,High,Yes,BBI,0.4,BBI,0.4,BBI,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,No,No,No,No,No,Yes,Yes,,"Found Manta 118 at 9:15. Swam past JP while she was in with lobsters. She didn't get ID shot but saw it was Maite. On 3rd try, flipped for JP. JP meausred with lasers and estimated DW 10ft. When JP got in, Maite was swimming with belly in the sand. Left at 9:38. Saw again at 10:00 and 10:07.",13bbaa3b-59b8-4b0c-9993-bf433b9c7c4a,OR 2/20/24,0,0
793,2023,Nov,11/28/2023,123,FMP Survey,Jacob,Yes,Male,Immature,Normal,26.541020,-80.038830,9:49,23,7,77.1,25.1,,,Sand,,,Not Estimated,27,2,Unclear,,,Not Recorded,High,Yes,BBI,0.5,BBI,0.5,BBI,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,No,No,No,No,No,No,Yes,Yes,,Found Manta 123 at 9:49. Lots of remoras. Left at 9:54. Saw again at 10:16.,e85cad79-bca1-462b-ab5a-58d7ee023cad,OR 2/20/24,0,0
794,2023,Nov,11/28/2023,86,FMP Survey,Crawford,Yes,Male,Immature,Normal,26.541970,-80.040790,10:27,12.9,3.9,76.9,24.9,,,Sand,,,Not Estimated,6,2,Unclear,,,Not Recorded,High,Yes,BBI,0.3,BBI,0.3,BBI,Yes,No,N/A,Yes,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,Yes,Yes,,"Found Manta 86 at 10:27. JP got ID then removed fishing line by pulling (not cutting) on it. Left him at 10:33. Likely saw him later feeding, but didn't confirm with ID shot.",39ee5915-bbcf-466f-9856-64be6c89a91b,OR 2/20/24,0,0
,2023,Dec,12/1/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Dec,12/1/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
795,2023,Dec,12/3/2023,121,FMP Survey,,Yes,Male,Immature,Normal,26.565610,-80.035330,9:50,24.1,7.3,78,25.6,,,Sand,9.51,2.9,Drone Estimation,182,1,Traveling,,,North,Flood,No,BBI,2.4,BBI,2.4,BBI,No,No,N/A,N/A,N/A,Yes,Ventral,Fishing Line,Recent,,Yes,No,No,No,No,No,Yes,Yes,,"Found Manta 121 at 9:50. Manta avoidant, took multiple tries to get ID shot, manta eventually angry flipped at JP. Manta consistently traveling north. Manta has healing (but not fully healed) injury to right posterior near pelvic fin- appears to be from fishing line (AM thinks so as well), but not 100% confident. JP estimated DW at 9 ft. Left at 10:27. Found again at 12:52 feeding south of Phipps (26.63324,-80.03533- inshore of this waypoint). Confirmed ID dorsally from drone and didn't get in.",32cdd94a-bd08-4615-8ad5-e829fa5e10be,OR 2/20/24,0,0
796,2023,Dec,12/3/2023,86,FMP Survey,Crawford,Yes,Male,Immature,Normal,26.543320,-80.038250,11:11,21.6,6.6,78.3,25.7,,,Sand,9.84,3,Laser Photogrammetry,66,2,Unclear,,,Not Recorded,Flood,Yes,BBI,0.4,BBI,0.4,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,Yes,Yes,,"Found Manta 86 at 11:11, chill swimming on the bottom in deeper water. JP measured with lasers, estimated DW at 9-10ft. Can see small injury where hook pulled out on last encoutner. Left at 11:32. Saw again at 12:17 swimming south bound inshore (26.55082,-80.0408).",a527981c-a466-452f-9522-0b7a836515de,OR 2/20/24,0,0
797,2023,Dec,12/3/2023,162,FMP Survey,,Yes,Male,Immature,Normal,26.545160,-80.037940,11:37,22.4,6.8,78.4,25.8,,,Sand,7.55,2.3,Laser Photogrammetry,18,2,Unclear,,,East,Flood,Yes,BBI,0.3,BBI,0.3,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,No,No,Yes,Yes,,"Found Manta 162 at 11:37 in front of inlet swimming east. JP got ID and manta flipped. No injuries observed, but manta appeared to be swimming in a jerky manner. JP measured with lasers. Left at 11:55.",f6e87dcf-fc0c-4910-b49e-1c57d115952e,OR 2/20/24,0,0
798,2023,Dec,12/4/2023,123,FMP Survey,Jacob,Yes,Male,Immature,Normal,26.544263,-80.039762,12:57,10,3,78.7,,,,Sand,,,Not Estimated,11,2,Unclear,,,Not Recorded,Flood,Yes,BBI,0.2,BBI,0.2,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,No,No,Yes,Yes,,"Found Manta 123 at 13:00. JP got ID shot, flipped for ~20 seconds. JP noted fresh red scraping wounds on left cephalic fin. Left traveling east at 13:08. Position from drone, estimated depth, water temp.",30a765fe-afef-468e-91a5-a6d016bf86a1,OR 2/20/24,0,0
799,2023,Dec,12/4/2023,168,FMP Survey,,Yes,Female,Unknown,Normal,26.550170,-80.038630,13:16,16.4,5,78.7,25.9,,,Sand,,,Not Estimated,28,2,Unclear,,,North,Flood,Yes,BBI,0.6,BBI,0.6,BBI,Yes,No,N/A,N/A,N/A,Yes,Pectoral Fin,Unknown,Recent,,Yes,No,No,No,No,No,Yes,Yes,,Found Manta 168 swimming northeast at 13:16. JP got in and she flipped upside down for over 2 minutes. Acoustic tag is no longer there- but looks recently pulled out- can still see insertion site. Missing very small portion of tip of left pectoral fin. JP estimated DW at 8-9 ft. Left at 13:30.,75d92765-9725-43f6-8566-95f5a51a4102,OR 2/20/24,0,0
